feature,importance_mean,importance_std
hold_1344_hand,0.0,0.0
hold_1342_hand,0.0,0.0
hold_1290_hand,0.0,0.0
hold_1249_hand,0.0,0.0
hold_1170_foot,0.0,0.0
hold_1152_foot,0.0,0.0
hold_1142_start,0.0,0.0
hold_1152_start,0.0,0.0
hold_1135_start,0.0,0.0
hold_1092_start,0.0,0.0
hold_1308_start,0.0,0.0
hold_4704_start,0.0,0.0
hold_1281_start,0.0,0.0
n_hand,0.0,0.0
hold_1116_foot,0.0,0.0
hold_4798_foot,0.0,0.0
hold_4723_foot,0.0,0.0
hold_4690_hand,0.0,0.0
hold_1301_foot,0.0,0.0
hold_1316_hand,0.0,0.0
hold_1305_hand,0.0,0.0
hold_1294_hand,0.0,0.0
hold_1269_hand,0.0,0.0
hold_1246_foot,0.0,0.0
hold_1240_hand,0.0,0.0
hold_1207_hand,0.0,0.0
hold_1355_finish,0.0,0.0
hold_4687_start,0.0,0.0
hold_4685_start,0.0,0.0
hold_1310_foot,0.0,0.0
hold_1215_foot,0.0,0.0
hold_4797_foot,0.0,0.0
hold_4795_foot,0.0,0.0
hold_1455_foot,0.0,0.0
hold_1374_hand,0.0,0.0
hold_1291_hand,0.0,0.0
hold_1250_hand,0.0,0.0
hold_1531_foot,0.0,0.0
hold_1537_foot,0.0,0.0
hold_1529_foot,0.0,0.0
hold_1449_foot,0.0,0.0
hold_1325_hand,0.0,0.0
hold_1166_start,0.0,0.0
hold_1542_hand,0.0,0.0
hold_1517_foot,0.0,0.0
hold_1465_foot,0.0,0.0
hold_1389_finish,0.0,0.0
hold_1208_foot,0.0,0.0
hold_1524_foot,0.0,0.0
hold_1510_foot,0.0,0.0
hold_1464_foot,0.0,0.0
hold_1383_finish,0.0,0.0
hold_1210_hand,0.0,0.0
hold_1176_start,0.0,0.0
hold_1203_hand,0.0,0.0
hold_1588_hand,0.0,0.0
hold_1553_foot,0.0,0.0
hold_1341_hand,0.0,0.0
hold_1491_foot,0.0,0.0
hold_1462_foot,0.0,0.0
hold_1351_hand,0.0,0.0
hold_1202_hand,0.0,0.0
hold_1485_foot,0.0,0.0
hold_1467_foot,0.0,0.0
hold_1349_hand,0.0,0.0
hold_1329_hand,0.0,0.0
hold_1270_hand,0.0,0.0
hold_1279_hand,0.0,0.0
hold_1276_hand,0.0,0.0
hold_1221_start,0.0,0.0
hold_1212_hand,0.0,0.0
hold_1536_foot,0.0,0.0
hold_1527_foot,0.0,0.0
hold_1395_finish,0.0,0.0
hold_1371_hand,0.0,0.0
hold_1155_start,0.0,0.0
hold_1518_foot,0.0,0.0
hold_1482_foot,0.0,0.0
hold_1452_foot,0.0,0.0
hold_1543_foot,0.0,0.0
hold_1514_foot,0.0,0.0
hold_1513_foot,0.0,0.0
hold_1480_foot,0.0,0.0
hold_1392_finish,0.0,0.0
hold_1285_hand,0.0,0.0
hold_1304_hand,0.0,0.0
hold_1132_start,0.0,0.0
hold_1268_hand,0.0,0.0
hold_1114_start,0.0,0.0
hold_1562_foot,0.0,0.0
hold_1263_hand,0.0,0.0
hold_1555_foot,0.0,0.0
hold_1478_foot,0.0,0.0
hold_1255_hand,0.0,0.0
hold_1225_start,0.0,0.0
hold_1074_foot,0.0,0.0
hold_1214_start,0.0,0.0
hold_1193_start,0.0,0.0
hold_1306_foot,0.0,0.0
hold_1197_hand,0.0,0.0
hold_1521_hand,0.0,0.0
hold_1361_hand,0.0,0.0
hold_1125_start,0.0,0.0
hold_1124_start,0.0,0.0
hold_1298_hand,0.0,0.0
hold_1228_hand,0.0,0.0
hold_1180_start,0.0,0.0
hold_1145_foot,0.0,0.0
hold_1493_foot,0.0,0.0
hold_1468_foot,0.0,0.0
hold_1158_start,0.0,0.0
hold_1278_hand,0.0,0.0
hold_1138_start,0.0,0.0
hold_1368_hand,0.0,0.0
hold_1190_hand,0.0,0.0
hold_1187_hand,0.0,0.0
hold_1146_foot,0.0,0.0
hold_1130_foot,0.0,0.0
hold_1143_hand,0.0,0.0
hold_1109_start,0.0,0.0
hold_1484_foot,0.0,0.0
hold_1311_hand,0.0,0.0
hold_1091_foot,0.0,0.0
hold_1496_foot,0.0,0.0
hold_1286_foot,0.0,0.0
hold_1548_hand,0.0,0.0
hold_1113_start,0.0,0.0
hold_1110_start,0.0,0.0
hold_1541_hand,0.0,0.0
hold_1502_foot,0.0,0.0
hold_1284_hand,0.0,0.0
hold_1258_hand,0.0,0.0
hold_1210_foot,0.0,0.0
hold_1106_foot,0.0,0.0
hold_1538_foot,0.0,0.0
hold_1136_start,0.0,0.0
hold_1373_hand,0.0,0.0
hold_1572_foot,0.0,0.0
hold_1181_hand,0.0,0.0
hold_1327_hand,0.0,0.0
hold_1171_foot,0.0,0.0
hold_1564_foot,0.0,0.0
hold_1381_finish,0.0,0.0
hold_1184_start,0.0,0.0
hold_1114_foot,0.0,0.0
hold_1530_foot,0.0,0.0
hold_1133_foot,0.0,0.0
hold_1481_foot,0.0,0.0
hold_1372_finish,0.0,0.0
hold_1204_start,0.0,0.0
hold_1160_start,0.0,0.0
